Deck	Front	Back	Tags
Pharma	A 42-year-old woman with no significant past medical history presents to the emergency department after sudden onset of facial swelling, widespread urticaria, and severe shortness of breath following ingestion of peanuts.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Agonism of beta-2 adrenergic receptors</b><br><br>Epinephrine’s therapeutic effect on respiratory symptoms in severe allergic reactions is primarily due to beta-2 adrenergic receptor agonism, which causes rapid bronchodilation and improved airflow. This mechanism is critical for reversing bronchospasm and airway obstruction in life-threatening allergic emergencies. Physiol Pharmacology (General Principles) No ogy (Mechanisms of action) ne Subject System Topic	pharma::general
Pharma	A 28-year-old woman at 10 weeks gestation comes to the clinic due to persistent fatigue, anxiety, and difficulty sleeping over the past three months.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>Graves disease in pregnancy is treated with propylthiouracil (PTU) in the first trimester due to its safety profile compared to methimazole. PTU works by inhibiting thyroid peroxidase, blocking hormone synthesis, and inhibiting 5’-deiodinase, reducing peripheral T4 to T3 conversion. After the first trimester, patients are switched to methimazole due to PTU’s risk of hepatotoxicity. Physiol Pharmacology (General Principles) No ogy (Mechanisms of action) ne Subject System Topic	pharma::general
Pharma	ng/dL Total T3 270 ng/dL She is started on appropriate pharmacologic therapy for her condition.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>ACE inhibitors lower blood pressure and intraglomerular pressure by blocking the conversion of angiotensin I to angiotensin II, reducing efferent arteriole tone. This makes them the preferred first-line therapy for diabetic patients with hypertension and early signs of nephropathy. Physiol Pharmacology (General Principles) No ogy (Mechanisms of action) ne Subject System Topic	pharma::general
Pharma	mechanism of action of the drug used?<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Inhibits thyroid peroxidase and 5’-deiodinase</b><br><br>ACE inhibitors increase renin and angiotensin I while decreasing angiotensin II and aldosterone, and they cause cough due to bradykinin accumulation. ARBs also increase renin and angiotensin II but block the angiotensin II receptor, leading to decreased aldosterone without affecting bradykinin, so they do not cause cough. Physiol Pharmacology (General Principles) No ogy (Mechanisms of action) ne Subject System Topic	pharma::general
Pharma	A 54-year-old man comes to the clinic due to persistent swelling in his legs and increasing abdominal distension over the past several months.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>In cirrhosis with refractory edema, spironolactone blocks aldosterone receptors, promoting sodium excretion and potassium retention, which raises renin, angiotensin, aldosterone, and serum potassium. Physiol Pharmacology (General Principles) No ogy (Mechanisms of action) ne Subject System Topic	pharma::general
Pharma	additional medication?<br><br><b>What is the best answer/mechanism/drug?</b>	<b>↑ renin, ↑ angiotensin I, ↑ angiotensin II, ↑ aldosterone, ↓ K⁺</b><br><br>ACE inhibitors block the conversion of angiotensin I to angiotensin II, resulting in ↑ renin, ↑ angiotensin I, ↓ angiotensin II, and ↓ aldosterone. This mechanism underlies their antihypertensive effects and expected side effects like hyperkalemia. Physiol Pharmacology (General Principles) No ogy (Mechanisms of action) ne Subject System Topic	pharma::general
Pharma	A 62-year-old man is started on lisinopril for newly diagnosed hypertension.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>ARBs such as valsartan increase renin, angiotensin I, and angiotensin II while decreasing aldosterone due to receptor blockade. Unlike ACE inhibitors, ARBs do not inhibit synthesis of angiotensin II—they block its action at the AT₁ receptor. Physiol Pharmacology (General Principles) No ogy (Mechanisms of action) ne Subject System Topic	pharma::general
Pharma	A 67-year-old man with long-standing hypertension and recent diagnosis of heart failure with reduced ejection fraction is started on spironolactone as part of guideline-directed medical therapy.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>Spironolactone blocks aldosterone receptors, leading to increased renin, angiotensin I, angiotensin II, and aldosterone, along with increased potassium. It is anti-androgenic and can cause gynecomastia, especially compared to eplerenone. Physiol Pharmacology (General Principles) No ogy (Mechanisms of action) ne Subject System Topic	pharma::general
Pharma	mEq/L), sodium 138 mEq/L, and creatinine<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>Enalapril decreases afterload by vasodilating systemic arterioles and increases efferent arteriolar diameter in the kidney, while leaving afferent arteriolar tone unchanged. These effects are mediated by blocking angiotensin II, a potent vasoconstrictor. Physiolo Pharmacology (General Principles) (Mechanisms gy of action) Subject System	pharma::general
Pharma	mg/dL.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>In ACTH-independent Cushing syndrome due to adrenal overproduction of cortisol, ACTH is already suppressed and will not change with dexamethasone administration. Cortisol will also remain elevated because the adrenal gland produces it autonomously. Physiol Pharmacology (General Principles) No ogy (Mechanisms of action) ne Subject System Topic	pharma::general
Pharma	A 30-year-old woman with a known parathyroid adenoma is started on a new medication as part of her treatment.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>↓ Serum Ca²⁺, ↑ Serum PO₄³⁻, ↓ Urinary Ca²⁺, ↓ PTH</b><br><br>Cinacalcet increases the sensitivity of calcium-sensing receptors in the parathyroid glands, leading to suppressed PTH secretion. The downstream effects include decreased serum calcium, increased serum phosphate, and decreased urinary calcium. Physiol Pharmacology (General Principles) No ogy (Mechanisms of action) ne Subject System Topic	pharma::general
Pharma	A 59-year-old man comes to the pulmonary clinic due to progressive shortness of breath and bilateral leg swelling over the past several months.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Blocks endothelin-1 receptors</b><br><br>Cor pulmonale is right-sided heart failure caused by chronic pulmonary disease, characterized by normal PCWP, loud P2, and tricuspid regurgitation. The pathophysiology involves pulmonary hypertension driven by hypoxia, with increased endothelin-1 and decreased nitric oxide synthase. Bosentan is a high-yield treatment that blocks endothelin-1 receptors, reducing pulmonary vascular resistance and improving right heart function. Physiol Pharmacology (General Principles) No ogy (Mechanisms of action) ne Subject System Topic	pharma::general
Pharma	A 59-year-old man comes to the clinic due to persistent fatigue and occasional cramping in his left calf while walking long distances.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Inhibition of HMG-CoA reductase</b><br><br>Statins inhibit HMG-CoA reductase, reducing hepatic cholesterol synthesis. This leads to upregulation of LDL receptors, increasing plasma LDL clearance. Statins are first-line therapy for ASCVD prevention due to robust mortality benefit. Physiol Pharmacology (General Principles) No ogy (Mechanisms of action) ne Subject System Topic	pharma::general
Pharma	A 22-year-old man comes to the clinic for evaluation of infertility.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>↓ LH, ↓ intra-testicular testosterone</b><br><br>Exogenous androgen use suppresses LH through negative feedback, leading to decreased intra-testicular testosterone despite high serum testosterone levels. This hormonal profile explains the testicular atrophy and infertility seen in anabolic steroid users. Physiol Pharmacology (General Principles) No ogy (Mechanisms of action) ne Subject System Topic	pharma::general
Pharma	A 27-year-old woman presents with concerns about persistent nipple discharge and irregular menstrual periods.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Agonism at dopamine D2 receptors in the anterior pituitary</b><br><br>Dopamine D2 receptor agonists are the mainstay of treatment for prolactinomas, as they directly inhibit prolactin secretion from lactotrophs in the anterior pituitary. Other receptor pathways—including D1, 5-HT, α1, and β2—are not involved in this regulatory mechanism. Physiol Pharmacology (General Principles) No ogy (Mechanisms of action) ne Subject System	pharma::general
Pharma	A 36-year-old man presents to the clinic for follow-up after a recent episode of and is now asymptomatic.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Enhances renal calcium reabsorption by increasing activity of the basolateral Na⁺/Ca²⁺ exchanger in the distal tubule</b><br><br>Thiazides reduce the risk of calcium kidney stones by enhancing distal tubular calcium reabsorption via increased activity of the basolateral Na⁺/Ca²⁺ exchanger. This lowers urinary calcium levels and decreases the likelihood of stone formation. Physiol Pharmacology (General Principles) No ogy (Mechanisms of action) ne Subject System	pharma::general
Pharma	A 52-year-old woman comes to the clinic for evaluation of worsening fatigue and leg cramps over the past two weeks.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Increased distal potassium secretion due to enhanced aldosterone effect</b><br><br>Thiazides cause mild volume contraction, which activates the RAAS. Aldosterone increases distal potassium secretion, leading to hypokalemia—a common side effect of thiazide use. Physiolo Pharmacology (General Principles) No gy (Mechanisms of action) n Subject System	pharma::general
Pharma	A 30-year-old man presents for a follow-up visit two days after returning from a hiking trip in the Rocky Mountains, where he spent a week at elevations above 10,000 feet.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>↑ Urinary bicarbonate, ↑ urine pH, ↑ urinary volume</b><br><br>Acetazolamide inhibits carbonic anhydrase in the proximal tubule, leading to increased urinary bicarbonate, increased urine pH, and increased urinary volume. These renal effects support its role in treating altitude-induced respiratory alkalosis. Physiol Pharmacology (General Principles) No ogy (Mechanisms of action) ne Subject System	pharma::general
Pharma	A 30-year-old man presents to a rural urgent care clinic in Colorado with headache, fatigue, and lightheadedness.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Administer acetazolamide</b><br><br>In mild acute mountain sickness, the next best step is administration of acetazolamide to enhance renal bicarbonate excretion and facilitate acclimatization. Descent is reserved for more severe or refractory cases. Physiol Pharmacology (General Principles) No ogy (Mechanisms of action) ne Subject System Topic	pharma::general
Pharma	A 26-year-old woman comes to the clinic for evaluation of absent menses.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Progesterone withdrawal causes spiral artery constriction and endometrial necrosis</b><br><br>The progesterone withdrawal test causes endometrial shedding by triggering spiral artery vasoconstriction and tissue necrosis when progesterone is withdrawn. This mimics the natural menstrual process and confirms whether estrogen priming and endometrial integrity are present. Physiol Pharmacology (General Principles) No ogy (Mechanisms of action) ne Subject System Topic	pharma::general
Pharma	A 45-year-old woman comes to the clinic for follow-up after being diagnosed with type II diabetes mellitus three months ago.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>↑ Ejection fraction, ↑ heart rate, ↑ renal efferent arteriolar diameter, ↓ systemic vascular resistance</b><br><br>ACE inhibitors decrease systemic vascular resistance and increase heart rate via baroreceptor reflex. They also increase efferent arteriolar diameter and improve ejection fraction by reducing afterload. Physiol Pharmacology (General Principles) No ogy (Mechanisms of action) ne Subject System Topic	pharma::general
Pharma	A 50-year-old man is being evaluated in clinic two weeks after starting a new medication for essential tremor.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>↓ Cardiac output, ↑ LV end-diastolic volume, ↑ systemic vascular resistance</b><br><br>Non-selective beta-blockers like propranolol reduce cardiac output and contractility while increasing ventricular filling time and systemic vascular resistance. The resulting physiologic changes include ↑ LVEDV, ↓ cardiac output, and ↑ SVR. Physiol Pharmacology (General Principles) No ogy (Mechanisms of action) ne Subject System	pharma::general
Pharma	A 55-year-old man presents to clinic for routine follow-up of his recently diagnosed ischemic heart disease.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>↓ Cardiac output, ↑ heart rate, ↓ venous return</b><br><br>Nitrate therapy decreases preload by promoting venodilation, which reduces cardiac output and triggers baroreceptor-mediated reflex tachycardia. The expected physiologic response includes ↓ venous return, ↓ cardiac output, and ↑ heart rate. Physiol Pharmacology (General Principles) No ogy (Mechanisms of action) ne Subject System Topic	pharma::general
Pharma	A 55-year-old man presents for follow-up evaluation of his angina symptoms.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>↓ Venous return, ↑ heart rate, ↓ cardiac output</b><br><br>Nitrates reduce venous return through venodilation, resulting in decreased preload and cardiac output. The subsequent fall in arterial pressure activates a baroreceptor-mediated reflex that increases heart rate. Physiol Pharmacology (General Principles) No ogy (Mechanisms of action) ne Subject System	pharma::general
Pharma	A 42-year-old woman comes to clinic for follow-up after recent diagnosis of Raynaud phenomenon.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>↓ systemic vascular resistance, ↑ heart rate, ↑ left ventricular ejection fraction</b><br><br>Nifedipine decreases systemic vascular resistance through arteriolar dilation, causes reflex tachycardia due to reduced baroreceptor firing, and increases left ventricular ejection fraction by reducing afterload. The hemodynamic profile of dihydropyridine calcium channel blockers is: ↓ SVR, ↑ HR, ↑ EF. Physiol Pharmacology (General Principles) No ogy (Mechanisms of action) ne Subject System Topic	pharma::general
Pharma	A 42-year-old woman presents to clinic for follow-up after starting a new medication for Raynaud phenomenon.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Reassure the patient and continue nifedipine</b><br><br>Reflex tachycardia due to arteriolar vasodilation is a known side effect of nifedipine and typically does not require intervention unless severe. In patients with good symptomatic response and mild palpitations, reassurance and continuation of nifedipine is appropriate. Physiol Pharmacology (General Principles) No ogy (Mechanisms of action) ne Subject System Topic	pharma::general
Pharma	A 62-year-old man with hypertension and diabetic nephropathy is started on lisinopril during a routine primary care visit.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>ACE inhibitors reduce angiotensin II–mediated vasoconstriction, leading to reduced constriction of systemic arterioles. This is their primary mechanism of lowering systemic vascular resistance and blood pressure. Physiol Pharmacology (General Principles) No ogy (Mechanisms of action) ne Subject System	pharma::general
Pharma	mg/dL), and potassium is<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>ACE inhibitors reduce arterial pressure, triggering baroreceptor-mediated sympathetic activation. As a result, increased heart rate is a common short-term compensatory response. Physiol Pharmacology (General Principles) No ogy (Mechanisms of action) ne Subject System	pharma::general
Pharma	A 45-year-old woman is scheduled for surgical resection of a right adrenal mass discovered during evaluation of paroxysmal hypertension.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Decreased systemic vascular resistance</b><br><br>Phenoxybenzamine is an irreversible, nonselective α-blocker used preoperatively in pheochromocytoma to decrease systemic vascular resistance by blocking α1-mediated vasoconstriction. This must precede β-blockade to avoid unopposed α-adrenergic stimulation and hypertensive crisis. Physiolo Pharmacology (General Principles) (Mechanisms Non gy of action) e Subject System Topic	pharma::general
Pharma	A 29-year-old woman presents for evaluation of infertility.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Binds estrogen receptors in the hypothalamus and blocks negative feedback signaling</b><br><br>Clomiphene citrate induces ovulation by blocking estrogen receptors in the hypothalamus, which removes negative feedback inhibition and results in increased GnRH, FSH, and LH release — thereby stimulating follicular maturation and ovulation. Physiolo Pharmacology (General Principles) (Mechanisms Non gy of action) e Subject System Topic	pharma::general
Pharma	A 61-year-old man is brought to emergency by ambulance for sudden loss of consciousness while engaged in sexual activity with his wife.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Prevents breakdown of cGMP</b><br><br>Nitrates upregulate guanylyl cyclase and cGMP production. PDE-5 inhibitors like sildenafil prevent the breakdown of cGMP. This can result in dangerous hypotensive episodes due to systemic vasodilation. Physiolo Pharmacology (General Principles) (Mechanisms Non gy of action) e Subject System Topic	pharma::general
Pharma	A 63-year-old woman comes to the physician for a routine health maintenance examination.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Saxagliptin</b><br><br>Saxagliptin and linagliptin are DPP-4 inhibitors that increase levels of GLP-1 and promote endogenous insulin release. The diabetes drugs can be annoying to memorize but are HY for USMLE. Physiolo Pharmacology (General Principles) (Mechanisms Non gy of action) e Subject System Topic	pharma::general
Pharma	A 69-year-old man with a 7-year history of Parkinson disease is enrolled in a clinical trial evaluating the cognitive and motor effects of a novel adjunct therapy.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Norepinephrine</b><br><br>Monoamine oxidase inhibitors block the presynaptic breakdown of monoamines, leading to increased vesicular storage and synaptic release. Inhibition within the locus coeruleus reduces metabolism of norepinephrine to MHPG, causing elevated norepinephrine levels. This noradrenergic boost improves arousal, attention, and energy but carries risks such as hypertensive crisis and serotonin syndrome. Physiolo Pharmacology (General Principles) (Mechanisms Non gy of action) e Subject System Topic	pharma::general
Pharma	A 29-year-old woman comes to the clinic because of a 6-month history of intermittent shortness of breath and episodes of chest tightness.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Arachidonic acid</b><br><br>Leukotrienes are potent bronchoconstrictors derived from arachidonic acid via the lipoxygenase pathway and play a central role in asthma. Leukotriene receptor antagonists, like montelukast and zafirlukast, improve asthma symptoms and prevent exacerbations by blocking the action of these mediators. Physiolo Pharmacology (General Principles) (Mechanisms Non gy of action) e Subject System Topic	pharma::general
Pharma	A 64-year-old man presents to the emergency department with severe shortness of breath that developed suddenly over the past several hours.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Increased urine flow</b><br><br>Nesiritide, a recombinant BNP analog, increases cGMP to cause vasodilation, lower preload and afterload, and enhance sodium and water excretion. Its key clinical effect in acute decompensated heart failure is increased urine flow. BNP also functions as a diagnostic and prognostic marker in heart failure. Physiolo Pharmacology (General Principles) (Mechanisms Non gy of action) e Subject System Topic	pharma::general
Pharma	A 67-year-old postmenopausal woman comes to the clinic for follow-up of bone density testing.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Inducing osteoclast apoptosis</b><br><br>Osteoporosis is diagnosed by low bone density on DEXA and typically presents with normal laboratory values. Postmenopausal estrogen deficiency increases osteoclast activity and bone resorption. Bisphosphonates are first-line drugs that bind to bone mineral, are taken up by osteoclasts, and induce osteoclast apoptosis, reducing bone turnover and fracture risk. They require strict administration instructions to minimize GI side effects and have rare but serious long-term complications. Physiolo Pharmacology (General Principles) (Mechanisms Non gy of action) e Subject System Topic	pharma::general
Pharma	Renal epithelial cells isolated from various segments of the nephron are exposed to phytochlorothiazide, a compound structurally similar to hydrochlorothiazide.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Na⁺/Cl⁻ symporter</b><br><br>Hydrochlorothiazide inhibits the Na⁺/Cl⁻ symporter in the DCT, reducing sodium reabsorption. It’s used for hypertension, nephrolithiasis, and nephrogenic DI, but can cause hypokalemia, hypercalcemia, hyperlipidemia, hyperglycemia, and hyperuricemia. Physiolo Pharmacology (General Principles) (Mechanisms Non gy of action) e Subject System Topic	pharma::general
Pharma	A 42-year-old man comes to the clinic in early summer due to 3 weeks of intermittent eye redness, itching, and watery discharge.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Capillary permeability</b><br><br>2nd-gen H1 receptor antagonists like loratadine and fexofenadine decrease vasodilation and vascular permeability of tissue capillaries. They don't cause drowsiness or anti-cholinergic side-effects the way 1st-gen H1 blockers do. Physiolo Pharmacology (General Principles) (Mechanisms Non gy of action) e Subject System	pharma::general
Pharma	A 72-year-old man is admitted to the hospital for evaluation of abdominal pain and is started on metoclopramide for nausea.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Anti-cholinergic</b><br><br>Acute dystonia from antipsychotics or the antiemetic metoclopramide, which are D2 receptor antagonists, presents with muscle rigidity (without fever) like torticollis and oculogyric crisis. It is treated with anticholinergic agents such as benztropine or first-generation H1 blockers like diphenhydramine, which have strong anti-cholinergic properties. Physiolo Pharmacology (General Principles) (Mechanisms Non gy of action) e Subject System Topic	pharma::general
Pharma	A 33-year-old woman comes to the clinic due to progressive headaches and decreased peripheral vision over the past 3 months.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Bromocriptine therapy</b><br><br>First-line treatment for macroprolactinomas is dopamine agonist therapy with bromocriptine. This approach effectively lowers prolactin levels, relieves mass effects, and reduces the need for surgery. Physiology Pharmacology (General Principles) None Subject System Topic	pharma::general
Pharma	A 40-year-old man with no significant medical history is undergoing emergency open reduction and internal fixation of a femoral fracture following a motorcycle accident.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Pseudocholinesterase</b><br><br>If a patient has prolonged paralysis after surgery and they ask for an enzyme deficiency, pseudocholinesterase deficiency is the answer. Sounds obscure and factoidy but shows up. Physiolo Pharmacology (General Principles) (Drug Non gy metabolism) e Subject System Topic	pharma::general
Pharma	A 27-year-old woman is brought to the clinic by her sister due to several months of restlessness, irritability, and insomnia.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>↓ TSH, ↑ T3, ↓ T4, ↓ 131I uptake</b><br><br>Exogenous T3 use leads to suppressed TSH, high T3, low T4, and low radioiodine uptake due to under-stimulation of the thyroid. The gland becomes small and nonfunctional, despite the patient appearing clinically hyperthyroid. Physiolo Pharmacology (General Principles) (Drug Non gy metabolism) e Subject System Topic	pharma::general
Pharma	A 30-year-old woman is brought to the clinic by her roommate due to anxiety, excessive sweating, and mood changes.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>↓ TSH, ↑ T3, ↑ T4, ↓ 131I uptake</b><br><br>Exogenous T4 use leads to high T4 and T3 (via peripheral conversion), low TSH (due to negative feedback), and low iodine uptake due to thyroid suppression. Unlike Graves disease or toxic nodules, no endogenous hormone production occurs, so the gland remains inactive. Physiolo Pharmacology (General Principles) (Drug Non gy metabolism) e Subject System Topic	pharma::general
Pharma	A 40-year-old woman comes to the clinic with complaints of persistent thirst, heat intolerance, and increased frequency of urination over the past few weeks.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>↓ TSH, ↑ T3, ↑ T4, ↓ 131I uptake, ↓ tonicity of medullary collecting duct, ↑ ADH</b><br><br>Lithium is used for bipolar disorder and can cause nephrogenic DI, thyroiditis, tremor, and cardiotoxicity. Physiolog Pharmacology (General Principles) (Drug Non y receptors) e Subject System Topic	pharma::general
Pharma	A 72-year-old woman comes to the clinic due to persistent jaw pain for the past 3 months.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Avascular necrosis with empty osteocyte lacunae</b><br><br>Bisphosphonates can cause osteonecrosis of the jaw. Histolog Pharmacology (General Principles) (HY Adverse Non y effects) e Subject System Topic	pharma::general
Pharma	A 31-year-old woman presents to her primary care physician due to several days of worsening skin irritation and yellowing of her eyes.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>Drug-induced intrahepatic cholestasis presents with pruritus, jaundice, and elevated canalicular enzymes but often normal liver transaminases. Estrogens from oral contraceptives are a common cause and impair bile secretion, leading to dilated canaliculi with bile plugs on biopsy. Histolog Pharmacology (General Principles) (HY Adverse Non y effects) e Subject System Topic	pharma::general
Pharma	mg/dL Alkaline phosphatase 380 U/L GGT 126 U/L<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>Perforation of a duodenal ulcer allows free air and gastric contents to leak into the peritoneal cavity, resulting in chemical peritonitis and classic radiographic pneumoperitoneum (air under diaphragm). Early recognition and prompt surgical repair with supportive care are essential to prevent morbidity and mortality. Patholo Pharmacology (General Principles) (HY Adverse Non gy effects) e Subject System Topic	pharma::general
Pharma	A 33-year-old man is brought to the emergency department by his roommate, who found him unresponsive on the couch approximately 10 hours ago.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Acute kidney injury</b><br><br>Prolonged immobilization from opioid overdose can lead to non-traumatic rhabdomyolysis, which causes myoglobin release and pigment-induced tubular injury. Even without overt signs of renal dysfunction, these patients are at high risk for acute kidney injury. Early identification and aggressive IV fluid resuscitation are essential to prevent irreversible renal damage and improve outcomes. Pathophysiol Pharmacology (General Principles) (HY Non ogy Adverse effects) e Subject System Topic	pharma::general
Pharma	A 74-year-old man is brought to the emergency department by his son due to confusion and decreased urine output over the past 2 days.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>NSAIDs reduce afferent arteriolar dilation by inhibiting prostaglandins, decreasing renal perfusion. Classic lab findings in decreased renal blood flow: BUN/Cr >20 and FENa <1%. Physiolo Pharmacology (General Principles) (HY Adverse Non gy effects) e Subject System Topic	pharma::general
Pharma	<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Glomerulonephritis</b><br><br>Patients on chronic corticosteroids (e.g., prednisone) are at risk for adrenal crisis during stressors like surgery. They present with refractory hypotension that improves only with IV glucocorticoids (hydrocortisone). Physiolo Pharmacology (General Principles) (HY Adverse Non gy effects) e Subject System Topic	pharma::general
Pharma	A 57-year-old woman comes to the clinic for evaluation of abnormal uterine bleeding.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Endometrial hyperplasia</b><br><br>Discontinuation of progesterone in hormone replacement therapy leads to unopposed estrogen, a key risk factor for endometrial hyperplasia and endometrial cancer. Estrogen stimulates endometrial growth, while progesterone inhibits overgrowth; removing the latter leads to proliferation and mutation risk. Physiolo Pharmacology (General Principles) (HY Adverse Non gy effects) e Subject System Topic	pharma::general
Pharma	A 63-year-old woman comes to the outpatient clinic due to progressive fatigue, worsening lower extremity weakness, and weight gain over the past year.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>↓ ACTH, ↓ cortisol</b><br><br>Different ACTH and cortisol arrow patterns distinguish exogenous steroid use (both ↓), adrenal tumors (↑ cortisol, ↓ ACTH), pituitary ACTH-producing tumors (both ↑), and adrenal insufficiency (↑ ACTH, ↓ cortisol). Physiolo Pharmacology (General Principles) (HY Adverse Non gy effects) e Subject System Topic	pharma::general
Pharma	A 42-year-old man comes to the clinic due to persistent excessive thirst and frequent urination that has worsened over the past several months.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>↔ PCT, ↓ JGA, ↓ MCD</b><br><br>Nephrogenic diabetes insipidus is characterized by normal osmolality in the proximal convoluted tubule, decreased osmolality in the juxtaglomerular apparatus, and decreased osmolality in the medullary collecting duct due to failure of ADH-mediated water reabsorption. Causes include lithium toxicity, hypercalcemia, and demeclocycline use. Treatment involves NSAIDs and thiazide diuretics to reduce urine output by promoting proximal sodium and water reabsorption and lowering glomerular filtration rate. Physiolo Pharmacology (General Principles) (HY Adverse Non gy effects) e Subject System Topic	pharma::general
Pharma	A 39-year-old woman presents to the clinic for routine follow-up.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>↓ ACTH, ↓ Cortisol</b><br><br>Exogenous prednisone use causes suppression of ACTH and endogenous cortisol due to negative feedback at the hypothalamus and pituitary. In a Cushingoid patient with autoimmune disease on chronic therapy, the correct profile is ↓ ACTH and ↓ cortisol. Physiolo Pharmacology (General Principles) (HY Adverse Non gy effects) e Subject System Topic	pharma::general
Pharma	A 24-year-old woman presents to the clinic for follow-up of her bipolar disorder.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>↔ PCT, ↓ JGA, ↓ MCD</b><br><br>The PCT is always isotonic, and the JGA is always hypotonic due to ion reabsorption in the thick ascending limb. In nephrogenic diabetes insipidus, the MCD becomes hypotonic due to impaired water reabsorption, leading to the pattern: ↔ PCT, ↓ JGA, ↓ MCD. Physiolo Pharmacology (General Principles) (HY Adverse Non gy effects) e Subject System Topic	pharma::general
Pharma	A 47-year-old woman comes to the clinic for evaluation of chronic fatigue and increased thirst.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>↔ Urine volume; ↔ urine osmolality</b><br><br>In nephrogenic diabetes insipidus, the kidneys are unresponsive to ADH, so urine volume and osmolality do not change after exogenous ADH administration. Chronic NSAID use is a classic cause of this physiology. Physiolo Pharmacology (General Principles) (HY Adverse Non gy effects) e Subject System Topic	pharma::general
Pharma	A 24-year-old man is enrolled in a clinical research study evaluating intracranial pressure–lowering therapies.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>↑ ADH, ↑ serum osmolality</b><br><br>Mannitol infusion increases serum osmolality, which in turn stimulates ADH release to promote free water reabsorption. The correct arrow pattern is ↑ ADH, ↑ serum osmolality immediately after administration. Physiolo Pharmacology (General Principles) (HY Adverse Non gy effects) e Subject System Topic	pharma::general
Pharma	A 38-year-old woman presents to the gynecology clinic due to intermittent light vaginal bleeding over the past six weeks.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Unopposed estrogen stimulation</b><br><br>Endometrial hyperplasia results from prolonged estrogen exposure without the balancing effect of progesterone. This unopposed estrogen stimulation promotes unchecked endometrial proliferation and increases the risk of endometrial carcinoma. Common clinical settings include chronic anovulation, estrogen-only hormone therapy, and selective progestin withdrawal from contraceptive regimens. Physiolo Pharmacology (General Principles) (HY Adverse Non gy effects) e Subject System Topic	pharma::general
